variable,weight,target,sign,period_l,period_h
inflation,0.0237788704416475,vfci,pos,20,52
productivity,0.0801194202248285,vfci,pos,20,52
TFP,-0.197675581459416,vfci,pos,20,52
vfci,0.168802333873202,vfci,pos,20,52
output,0.109295257315777,unemployment,neg,22,52
investment,0.562164647144337,unemployment,neg,22,52
consumption,0.00858173848043781,unemployment,neg,22,52
hours_worked,-0.128480574657018,unemployment,neg,22,52
unemployment,-0.0147952251332691,unemployment,neg,22,52
labor_share,-0.256837122023415,unemployment,neg,22,52
interest,-0.128571434314463,unemployment,neg,22,52
inflation,-0.0216084140302356,unemployment,neg,22,52
productivity,0.115989584206509,unemployment,neg,22,52
TFP,0.254567407255571,unemployment,neg,22,52
vfci,-0.0777447696473952,unemployment,neg,22,52
output,-0.21634387446669,vfci,neg,22,52
investment,-0.633561226979069,vfci,neg,22,52
consumption,-0.13711692463302,vfci,neg,22,52
hours_worked,-0.247478089982634,vfci,neg,22,52
unemployment,0.078009503796141,vfci,neg,22,52
labor_share,0.0992972289500284,vfci,neg,22,52
interest,-0.131916224287319,vfci,neg,22,52
inflation,-0.0246619054515955,vfci,neg,22,52
productivity,-0.0871904027810644,vfci,neg,22,52
TFP,0.189905745156549,vfci,neg,22,52
vfci,-0.16853058080727,vfci,neg,22,52
output,-0.109295257315777,unemployment,pos,22,52
investment,-0.562164647144337,unemployment,pos,22,52
consumption,-0.00858173848043781,unemployment,pos,22,52
hours_worked,0.128480574657018,unemployment,pos,22,52
unemployment,0.0147952251332691,unemployment,pos,22,52
labor_share,0.256837122023415,unemployment,pos,22,52
interest,0.128571434314463,unemployment,pos,22,52
inflation,0.0216084140302356,unemployment,pos,22,52
productivity,-0.115989584206509,unemployment,pos,22,52
TFP,-0.254567407255571,unemployment,pos,22,52
vfci,0.0777447696473952,unemployment,pos,22,52
output,0.21634387446669,vfci,pos,22,52
investment,0.633561226979069,vfci,pos,22,52
consumption,0.13711692463302,vfci,pos,22,52
hours_worked,0.247478089982634,vfci,pos,22,52
unemployment,-0.078009503796141,vfci,pos,22,52
labor_share,-0.0992972289500284,vfci,pos,22,52
interest,0.131916224287319,vfci,pos,22,52
inflation,0.0246619054515955,vfci,pos,22,52
productivity,0.0871904027810644,vfci,pos,22,52
TFP,-0.189905745156549,vfci,pos,22,52
vfci,0.16853058080727,vfci,pos,22,52
output,0.114704954891343,unemployment,neg,24,52
investment,0.583883607981,unemployment,neg,24,52
consumption,0.0114121052574077,unemployment,neg,24,52
hours_worked,-0.123040678066069,unemployment,neg,24,52
unemployment,-0.0184583783010517,unemployment,neg,24,52
labor_share,-0.254815753313269,unemployment,neg,24,52
interest,-0.127482448572569,unemployment,neg,24,52
inflation,-0.0222169188315373,unemployment,neg,24,52
productivity,0.117008429606641,unemployment,neg,24,52
TFP,0.252355812164288,unemployment,neg,24,52
vfci,-0.0777212315597821,unemployment,neg,24,52
output,-0.22285684574327,vfci,neg,24,52
investment,-0.654477954869936,vfci,neg,24,52
consumption,-0.138337777502477,vfci,neg,24,52
hours_worked,-0.247914064782671,vfci,neg,24,52
unemployment,0.0785682254475036,vfci,neg,24,52
labor_share,0.110329453484592,vfci,neg,24,52
interest,-0.130595929315725,vfci,neg,24,52
inflation,-0.0257066609797264,vfci,neg,24,52
productivity,-0.0938607538400425,vfci,neg,24,52
TFP,0.181944903417845,vfci,neg,24,52
vfci,-0.168415295404992,vfci,neg,24,52
output,-0.114704954891343,unemployment,pos,24,52
investment,-0.583883607981,unemployment,pos,24,52
consumption,-0.0114121052574077,unemployment,pos,24,52
hours_worked,0.123040678066069,unemployment,pos,24,52
unemployment,0.0184583783010517,unemployment,pos,24,52
labor_share,0.254815753313269,unemployment,pos,24,52
interest,0.127482448572569,unemployment,pos,24,52
inflation,0.0222169188315373,unemployment,pos,24,52
productivity,-0.117008429606641,unemployment,pos,24,52
TFP,-0.252355812164288,unemployment,pos,24,52
vfci,0.0777212315597821,unemployment,pos,24,52
output,0.22285684574327,vfci,pos,24,52
investment,0.654477954869936,vfci,pos,24,52
consumption,0.138337777502477,vfci,pos,24,52
hours_worked,0.247914064782671,vfci,pos,24,52
unemployment,-0.0785682254475036,vfci,pos,24,52
labor_share,-0.110329453484592,vfci,pos,24,52
interest,0.130595929315725,vfci,pos,24,52
inflation,0.0257066609797264,vfci,pos,24,52
productivity,0.0938607538400425,vfci,pos,24,52
TFP,-0.181944903417845,vfci,pos,24,52
vfci,0.168415295404992,vfci,pos,24,52
output,0.119149554683988,unemployment,neg,26,52
investment,0.603945682839619,unemployment,neg,26,52
consumption,0.0137441207219139,unemployment,neg,26,52
hours_worked,-0.118364297570207,unemployment,neg,26,52
unemployment,-0.0220671604646788,unemployment,neg,26,52
labor_share,-0.251009431856265,unemployment,neg,26,52
interest,-0.126417541608412,unemployment,neg,26,52
inflation,-0.0230325331713221,unemployment,neg,26,52
productivity,0.117247580823016,unemployment,neg,26,52
TFP,0.24961559159256,unemployment,neg,26,52
vfci,-0.0778042553154198,unemployment,neg,26,52
output,-0.230064254008465,vfci,neg,26,52
investment,-0.678940718180598,vfci,neg,26,52
consumption,-0.139277983540974,vfci,neg,26,52
hours_worked,-0.247444809188137,vfci,neg,26,52
unemployment,0.0789353548398165,vfci,neg,26,52
labor_share,0.123609904594428,vfci,neg,26,52
interest,-0.128703185064889,vfci,neg,26,52
inflation,-0.0271613174660262,vfci,neg,26,52
productivity,-0.101836206066426,vfci,neg,26,52
TFP,0.171675615862346,vfci,neg,26,52
vfci,-0.168412199236878,vfci,neg,26,52
output,-0.119149554683988,unemployment,pos,26,52
investment,-0.603945682839619,unemployment,pos,26,52
consumption,-0.0137441207219139,unemployment,pos,26,52
hours_worked,0.118364297570207,unemployment,pos,26,52
unemployment,0.0220671604646788,unemployment,pos,26,52
labor_share,0.251009431856265,unemployment,pos,26,52
interest,0.126417541608412,unemployment,pos,26,52
inflation,0.0230325331713221,unemployment,pos,26,52
productivity,-0.117247580823016,unemployment,pos,26,52
TFP,-0.24961559159256,unemployment,pos,26,52
vfci,0.0778042553154198,unemployment,pos,26,52
output,0.230064254008465,vfci,pos,26,52
investment,0.678940718180598,vfci,pos,26,52
consumption,0.139277983540974,vfci,pos,26,52
hours_worked,0.247444809188137,vfci,pos,26,52
unemployment,-0.0789353548398165,vfci,pos,26,52
labor_share,-0.123609904594428,vfci,pos,26,52
interest,0.128703185064889,vfci,pos,26,52
inflation,0.0271613174660262,vfci,pos,26,52
productivity,0.101836206066426,vfci,pos,26,52
TFP,-0.171675615862346,vfci,pos,26,52
vfci,0.168412199236878,vfci,pos,26,52
output,0.121679933602348,unemployment,neg,28,52
investment,0.617273986130295,unemployment,neg,28,52
consumption,0.0150731141002087,unemployment,neg,28,52
hours_worked,-0.115618409550046,unemployment,neg,28,52
unemployment,-0.0246025013968834,unemployment,neg,28,52
labor_share,-0.247073527062747,unemployment,neg,28,52
interest,-0.125654010902144,unemployment,neg,28,52
inflation,-0.0237760032045451,unemployment,neg,28,52
productivity,0.116893665918273,unemployment,neg,28,52
TFP,0.247228245284047,unemployment,neg,28,52
vfci,-0.0779094393435136,unemployment,neg,28,52
output,-0.235629675933294,vfci,neg,28,52
investment,-0.699003619046474,vfci,neg,28,52
consumption,-0.139628529421717,vfci,neg,28,52
hours_worked,-0.246245689554414,vfci,neg,28,52
unemployment,0.079020169953264,vfci,neg,28,52
labor_share,0.134608749885561,vfci,neg,28,52
interest,-0.126877150226263,vfci,neg,28,52
inflation,-0.028496406782928,vfci,neg,28,52
productivity,-0.108495687356385,vfci,neg,28,52
TFP,0.162525430817669,vfci,neg,28,52
vfci,-0.168484724512716,vfci,neg,28,52
output,-0.121679933602348,unemployment,pos,28,52
investment,-0.617273986130295,unemployment,pos,28,52
consumption,-0.0150731141002087,unemployment,pos,28,52
hours_worked,0.115618409550046,unemployment,pos,28,52
unemployment,0.0246025013968834,unemployment,pos,28,52
labor_share,0.247073527062747,unemployment,pos,28,52
interest,0.125654010902144,unemployment,pos,28,52
inflation,0.0237760032045451,unemployment,pos,28,52
productivity,-0.116893665918273,unemployment,pos,28,52
TFP,-0.247228245284047,unemployment,pos,28,52
vfci,0.0779094393435136,unemployment,pos,28,52
output,0.235629675933294,vfci,pos,28,52
investment,0.699003619046474,vfci,pos,28,52
consumption,0.139628529421717,vfci,pos,28,52
hours_worked,0.246245689554414,vfci,pos,28,52
unemployment,-0.079020169953264,vfci,pos,28,52
labor_share,-0.134608749885561,vfci,pos,28,52
interest,0.126877150226263,vfci,pos,28,52
inflation,0.028496406782928,vfci,pos,28,52
productivity,0.108495687356385,vfci,pos,28,52
TFP,-0.162525430817669,vfci,pos,28,52
vfci,0.168484724512716,vfci,pos,28,52
output,0.123702846803802,unemployment,neg,30,52
investment,0.629985896762757,unemployment,neg,30,52
consumption,0.0161327525031032,unemployment,neg,30,52
hours_worked,-0.113434708733122,unemployment,neg,30,52
unemployment,-0.0271108469208963,unemployment,neg,30,52
labor_share,-0.242111260041127,unemployment,neg,30,52
interest,-0.124852253493868,unemployment,neg,30,52
inflation,-0.0246700989491659,unemployment,neg,30,52
productivity,0.116101344066062,unemployment,neg,30,52
TFP,0.244366758881337,unemployment,neg,30,52
vfci,-0.0780172403189856,unemployment,neg,30,52
output,-0.241524571553559,vfci,neg,30,52
investment,-0.721639263237197,vfci,neg,30,52
consumption,-0.139554009492133,vfci,neg,30,52
hours_worked,-0.244009660931587,vfci,neg,30,52
unemployment,0.0789093811189017,vfci,neg,30,52
labor_share,0.14690445833794,vfci,neg,30,52
interest,-0.124543658823409,vfci,neg,30,52
inflation,-0.030099703174886,vfci,neg,30,52
productivity,-0.11609292114367,vfci,neg,30,52
TFP,0.151515104030762,vfci,neg,30,52
vfci,-0.168608685555792,vfci,neg,30,52
output,-0.123702846803802,unemployment,pos,30,52
investment,-0.629985896762757,unemployment,pos,30,52
consumption,-0.0161327525031032,unemployment,pos,30,52
hours_worked,0.113434708733122,unemployment,pos,30,52
unemployment,0.0271108469208963,unemployment,pos,30,52
labor_share,0.242111260041127,unemployment,pos,30,52
interest,0.124852253493868,unemployment,pos,30,52
inflation,0.0246700989491659,unemployment,pos,30,52
productivity,-0.116101344066062,unemployment,pos,30,52
TFP,-0.244366758881337,unemployment,pos,30,52
vfci,0.0780172403189856,unemployment,pos,30,52
output,0.241524571553559,vfci,pos,30,52
investment,0.721639263237197,vfci,pos,30,52
consumption,0.139554009492133,vfci,pos,30,52
hours_worked,0.244009660931587,vfci,pos,30,52
unemployment,-0.0789093811189017,vfci,pos,30,52
labor_share,-0.14690445833794,vfci,pos,30,52
interest,0.124543658823409,vfci,pos,30,52
inflation,0.030099703174886,vfci,pos,30,52
productivity,0.11609292114367,vfci,pos,30,52
TFP,-0.151515104030762,vfci,pos,30,52
vfci,0.168608685555792,vfci,pos,30,52
output,0.125023367176389,unemployment,neg,32,52
investment,0.639985401651217,unemployment,neg,32,52
consumption,0.0168180865534208,unemployment,neg,32,52
hours_worked,-0.112105725647255,unemployment,neg,32,52
unemployment,-0.0291150201527667,unemployment,neg,32,52
labor_share,-0.237457232368039,unemployment,neg,32,52
interest,-0.12414608685043,unemployment,neg,32,52
inflation,-0.0254934707378425,unemployment,neg,32,52
productivity,0.115173669512827,unemployment,neg,32,52
TFP,0.241641745899226,unemployment,neg,32,52
vfci,-0.0780707672648788,unemployment,neg,32,52
output,-0.246473352567256,vfci,neg,32,52
investment,-0.741966973727882,vfci,neg,32,52
consumption,-0.139070019858155,vfci,neg,32,52
hours_worked,-0.241232537019311,vfci,neg,32,52
unemployment,0.0786563205939757,vfci,neg,32,52
labor_share,0.157659310709251,vfci,neg,32,52
interest,-0.1222332576337,vfci,neg,32,52
inflation,-0.0315774665503297,vfci,neg,32,52
productivity,-0.12293844450729,vfci,neg,32,52
TFP,0.141136770591203,vfci,neg,32,52
vfci,-0.168723252469401,vfci,neg,32,52
output,-0.125023367176389,unemployment,pos,32,52
investment,-0.639985401651217,unemployment,pos,32,52
consumption,-0.0168180865534208,unemployment,pos,32,52
hours_worked,0.112105725647255,unemployment,pos,32,52
unemployment,0.0291150201527667,unemployment,pos,32,52
labor_share,0.237457232368039,unemployment,pos,32,52
interest,0.12414608685043,unemployment,pos,32,52
inflation,0.0254934707378425,unemployment,pos,32,52
productivity,-0.115173669512827,unemployment,pos,32,52
TFP,-0.241641745899226,unemployment,pos,32,52
vfci,0.0780707672648788,unemployment,pos,32,52
output,0.246473352567256,vfci,pos,32,52
investment,0.741966973727882,vfci,pos,32,52
consumption,0.139070019858155,vfci,pos,32,52
hours_worked,0.241232537019311,vfci,pos,32,52
unemployment,-0.0786563205939757,vfci,pos,32,52
labor_share,-0.157659310709251,vfci,pos,32,52
interest,0.1222332576337,vfci,pos,32,52
inflation,0.0315774665503297,vfci,pos,32,52
productivity,0.12293844450729,vfci,pos,32,52
TFP,-0.141136770591203,vfci,pos,32,52
vfci,0.168723252469401,vfci,pos,32,52
output,0.126175907230603,unemployment,neg,34,52
investment,0.650173987794896,unemployment,neg,34,52
consumption,0.0174050299683366,unemployment,neg,34,52
hours_worked,-0.111133370619524,unemployment,neg,34,52
unemployment,-0.0311421017562019,unemployment,neg,34,52
labor_share,-0.232292261387782,unemployment,neg,34,52
interest,-0.123338376612797,unemployment,neg,34,52
inflation,-0.0264020017717758,unemployment,neg,34,52
productivity,0.11401844688432,unemployment,neg,34,52
TFP,0.238427404080299,unemployment,neg,34,52
vfci,-0.0780567906771824,unemployment,neg,34,52
output,-0.251646703542161,vfci,neg,34,52
investment,-0.764737334960699,vfci,neg,34,52
consumption,-0.138093454685879,vfci,neg,34,52
hours_worked,-0.237327183543013,vfci,neg,34,52
unemployment,0.0782462561114955,vfci,neg,34,52
labor_share,0.169206785811331,vfci,neg,34,52
interest,-0.119451717765415,vfci,neg,34,52
inflation,-0.033221554467504,vfci,neg,34,52
productivity,-0.13056111248404,vfci,neg,34,52
TFP,0.129147774395115,vfci,neg,34,52
vfci,-0.168816111156453,vfci,neg,34,52
output,-0.126175907230603,unemployment,pos,34,52
investment,-0.650173987794896,unemployment,pos,34,52
consumption,-0.0174050299683366,unemployment,pos,34,52
hours_worked,0.111133370619524,unemployment,pos,34,52
unemployment,0.0311421017562019,unemployment,pos,34,52
labor_share,0.232292261387782,unemployment,pos,34,52
interest,0.123338376612797,unemployment,pos,34,52
inflation,0.0264020017717758,unemployment,pos,34,52
productivity,-0.11401844688432,unemployment,pos,34,52
TFP,-0.238427404080299,unemployment,pos,34,52
vfci,0.0780567906771824,unemployment,pos,34,52
output,0.251646703542161,vfci,pos,34,52
investment,0.764737334960699,vfci,pos,34,52
consumption,0.138093454685879,vfci,pos,34,52
hours_worked,0.237327183543013,vfci,pos,34,52
unemployment,-0.0782462561114955,vfci,pos,34,52
labor_share,-0.169206785811331,vfci,pos,34,52
interest,0.119451717765415,vfci,pos,34,52
inflation,0.033221554467504,vfci,pos,34,52
productivity,0.13056111248404,vfci,pos,34,52
TFP,-0.129147774395115,vfci,pos,34,52
vfci,0.168816111156453,vfci,pos,34,52
output,0.127004561052455,unemployment,neg,36,52
investment,0.658183457813054,unemployment,neg,36,52
consumption,0.0178160361047565,unemployment,neg,36,52
hours_worked,-0.110614661131786,unemployment,neg,36,52
unemployment,-0.0326978152320824,unemployment,neg,36,52
labor_share,-0.228164284386619,unemployment,neg,36,52
interest,-0.122634620103831,unemployment,neg,36,52
inflation,-0.0271269570070786,unemployment,neg,36,52
productivity,0.113027422227479,unemployment,neg,36,52
TFP,0.235623954453364,unemployment,neg,36,52
vfci,-0.0779761560716376,unemployment,neg,36,52
output,-0.255703253231626,vfci,neg,36,52
investment,-0.783810907810221,vfci,neg,36,52
consumption,-0.136963512711603,vfci,neg,36,52
hours_worked,-0.233482781002907,vfci,neg,36,52
unemployment,0.077835918868793,vfci,neg,36,52
labor_share,0.178383595154155,vfci,neg,36,52
interest,-0.117003143430943,vfci,neg,36,52
inflation,-0.0345559869086341,vfci,neg,36,52
productivity,-0.136856001294613,vfci,neg,36,52
TFP,0.118959773984308,vfci,neg,36,52
vfci,-0.16883875143936,vfci,neg,36,52
output,-0.127004561052455,unemployment,pos,36,52
investment,-0.658183457813054,unemployment,pos,36,52
consumption,-0.0178160361047565,unemployment,pos,36,52
hours_worked,0.110614661131786,unemployment,pos,36,52
unemployment,0.0326978152320824,unemployment,pos,36,52
labor_share,0.228164284386619,unemployment,pos,36,52
interest,0.122634620103831,unemployment,pos,36,52
inflation,0.0271269570070786,unemployment,pos,36,52
productivity,-0.113027422227479,unemployment,pos,36,52
TFP,-0.235623954453364,unemployment,pos,36,52
vfci,0.0779761560716376,unemployment,pos,36,52
output,0.255703253231626,vfci,pos,36,52
investment,0.783810907810221,vfci,pos,36,52
consumption,0.136963512711603,vfci,pos,36,52
hours_worked,0.233482781002907,vfci,pos,36,52
unemployment,-0.077835918868793,vfci,pos,36,52
labor_share,-0.178383595154155,vfci,pos,36,52
interest,0.117003143430943,vfci,pos,36,52
inflation,0.0345559869086341,vfci,pos,36,52
productivity,0.136856001294613,vfci,pos,36,52
TFP,-0.118959773984308,vfci,pos,36,52
vfci,0.16883875143936,vfci,pos,36,52
output,0.127874337999034,unemployment,neg,38,52
investment,0.666730673085137,unemployment,neg,38,52
consumption,0.0182360923432968,unemployment,neg,38,52
hours_worked,-0.110246131160852,unemployment,neg,38,52
unemployment,-0.0343044759503562,unemployment,neg,38,52
labor_share,-0.223900625123298,unemployment,neg,38,52
interest,-0.12181779139666,unemployment,neg,38,52
inflation,-0.0278750651666605,unemployment,neg,38,52
productivity,0.111951291482949,unemployment,neg,38,52
TFP,0.23241553948481,unemployment,neg,38,52
vfci,-0.0778125935838101,unemployment,neg,38,52
output,-0.259951562709087,vfci,neg,38,52
investment,-0.805024591364263,vfci,neg,38,52
consumption,-0.135424981481564,vfci,neg,38,52
hours_worked,-0.228679473669389,vfci,neg,38,52
unemployment,0.0773425897759895,vfci,neg,38,52
labor_share,0.188017998846647,vfci,neg,38,52
interest,-0.114190063039919,vfci,neg,38,52
inflation,-0.03596925507131,vfci,neg,38,52
productivity,-0.143712814471984,vfci,neg,38,52
TFP,0.107617776655039,vfci,neg,38,52
vfci,-0.168781981146444,vfci,neg,38,52
output,-0.127874337999034,unemployment,pos,38,52
investment,-0.666730673085137,unemployment,pos,38,52
consumption,-0.0182360923432968,unemployment,pos,38,52
hours_worked,0.110246131160852,unemployment,pos,38,52
unemployment,0.0343044759503562,unemployment,pos,38,52
labor_share,0.223900625123298,unemployment,pos,38,52
interest,0.12181779139666,unemployment,pos,38,52
inflation,0.0278750651666605,unemployment,pos,38,52
productivity,-0.111951291482949,unemployment,pos,38,52
TFP,-0.23241553948481,unemployment,pos,38,52
vfci,0.0778125935838101,unemployment,pos,38,52
output,0.259951562709087,vfci,pos,38,52
investment,0.805024591364263,vfci,pos,38,52
consumption,0.135424981481564,vfci,pos,38,52
hours_worked,0.228679473669389,vfci,pos,38,52
unemployment,-0.0773425897759895,vfci,pos,38,52
labor_share,-0.188017998846647,vfci,pos,38,52
interest,0.114190063039919,vfci,pos,38,52
inflation,0.03596925507131,vfci,pos,38,52
productivity,0.143712814471984,vfci,pos,38,52
TFP,-0.107617776655039,vfci,pos,38,52
vfci,0.168781981146444,vfci,pos,38,52
output,-0.00518291152495251,unemployment,neg,4,54
investment,-0.21435887855234,unemployment,neg,4,54
consumption,0.0448069390590923,unemployment,neg,4,54
hours_worked,0.215970591121595,unemployment,neg,4,54
unemployment,-0.0328690562078157,unemployment,neg,4,54
labor_share,0.217255361061272,unemployment,neg,4,54
interest,0.141220394399242,unemployment,neg,4,54
inflation,0.0181207438859059,unemployment,neg,4,54
productivity,-0.0734936858760618,unemployment,neg,4,54
TFP,-0.26303263205984,unemployment,neg,4,54
vfci,0.0816770932367023,unemployment,neg,4,54
output,-0.130276534966,vfci,neg,4,54
investment,-0.408643375008966,vfci,neg,4,54
consumption,-0.0980202249140581,vfci,neg,4,54
hours_worked,-0.201663846705746,vfci,neg,4,54
unemployment,0.0589543532565399,vfci,neg,4,54
labor_share,0.0260687342054526,vfci,neg,4,54
interest,-0.133383002140213,vfci,neg,4,54
inflation,-0.0238817429363529,vfci,neg,4,54
productivity,-0.0251816959141806,vfci,neg,4,54
TFP,0.226410427138341,vfci,neg,4,54
vfci,-0.180346275894012,vfci,neg,4,54
output,0.00518291152495251,unemployment,pos,4,54
investment,0.21435887855234,unemployment,pos,4,54
consumption,-0.0448069390590923,unemployment,pos,4,54
hours_worked,-0.215970591121595,unemployment,pos,4,54
unemployment,0.0328690562078157,unemployment,pos,4,54
labor_share,-0.217255361061272,unemployment,pos,4,54
interest,-0.141220394399242,unemployment,pos,4,54
inflation,-0.0181207438859059,unemployment,pos,4,54
productivity,0.0734936858760618,unemployment,pos,4,54
TFP,0.26303263205984,unemployment,pos,4,54
vfci,-0.0816770932367023,unemployment,pos,4,54
output,0.130276534966,vfci,pos,4,54
investment,0.408643375008966,vfci,pos,4,54
consumption,0.0980202249140581,vfci,pos,4,54
hours_worked,0.201663846705746,vfci,pos,4,54
unemployment,-0.0589543532565399,vfci,pos,4,54
labor_share,-0.0260687342054526,vfci,pos,4,54
interest,0.133383002140213,vfci,pos,4,54
inflation,0.0238817429363529,vfci,pos,4,54
productivity,0.0251816959141806,vfci,pos,4,54
TFP,-0.226410427138341,vfci,pos,4,54
vfci,0.180346275894012,vfci,pos,4,54
output,-0.0113834993859647,unemployment,neg,6,54
investment,-0.234843268610312,unemployment,neg,6,54
consumption,0.0417300839582049,unemployment,neg,6,54
hours_worked,0.21124888524931,unemployment,neg,6,54
unemployment,-0.0302821022446771,unemployment,neg,6,54
labor_share,0.220582406905495,unemployment,neg,6,54
interest,0.140697800337891,unemployment,neg,6,54
inflation,0.0183138757848439,unemployment,neg,6,54
productivity,-0.076300329479373,unemployment,neg,6,54
TFP,-0.263061280621922,unemployment,neg,6,54
vfci,0.0814581420266587,unemployment,neg,6,54
output,-0.143653076107914,vfci,neg,6,54
investment,-0.439376715464092,vfci,neg,6,54
consumption,-0.107535535084313,vfci,neg,6,54
hours_worked,-0.211591239364978,vfci,neg,6,54
unemployment,0.0622497880710604,vfci,neg,6,54
labor_share,0.0323641113448979,vfci,neg,6,54
interest,-0.133754887120734,vfci,neg,6,54
inflation,-0.0241626008129974,vfci,neg,6,54
productivity,-0.0332440970018407,vfci,neg,6,54
TFP,0.226600718279623,vfci,neg,6,54
vfci,-0.177544248421392,vfci,neg,6,54
output,0.0113834993859647,unemployment,pos,6,54
investment,0.234843268610312,unemployment,pos,6,54
consumption,-0.0417300839582049,unemployment,pos,6,54
hours_worked,-0.21124888524931,unemployment,pos,6,54
unemployment,0.0302821022446771,unemployment,pos,6,54
labor_share,-0.220582406905495,unemployment,pos,6,54
interest,-0.140697800337891,unemployment,pos,6,54
inflation,-0.0183138757848439,unemployment,pos,6,54
productivity,0.076300329479373,unemployment,pos,6,54
TFP,0.263061280621922,unemployment,pos,6,54
vfci,-0.0814581420266587,unemployment,pos,6,54
output,0.143653076107914,vfci,pos,6,54
investment,0.439376715464092,vfci,pos,6,54
consumption,0.107535535084313,vfci,pos,6,54
hours_worked,0.211591239364978,vfci,pos,6,54
unemployment,-0.0622497880710604,vfci,pos,6,54
labor_share,-0.0323641113448979,vfci,pos,6,54
interest,0.133754887120734,vfci,pos,6,54
inflation,0.0241626008129974,vfci,pos,6,54
productivity,0.0332440970018407,vfci,pos,6,54
TFP,-0.226600718279623,vfci,pos,6,54
vfci,0.177544248421392,vfci,pos,6,54
output,-0.0216350296075559,unemployment,neg,8,54
investment,-0.268516114068345,unemployment,neg,8,54
consumption,0.0365764036891823,unemployment,neg,8,54
hours_worked,0.203375297522897,unemployment,neg,8,54
unemployment,-0.026005033281412,unemployment,neg,8,54
labor_share,0.225951220305608,unemployment,neg,8,54
interest,0.139784702442465,unemployment,neg,8,54
inflation,0.0186290143485473,unemployment,neg,8,54
productivity,-0.0809282666044044,unemployment,neg,8,54
TFP,-0.263022922647158,unemployment,neg,8,54
vfci,0.0811019259785426,unemployment,neg,8,54
output,-0.155628611087145,vfci,neg,8,54
investment,-0.468629622064136,vfci,neg,8,54
consumption,-0.114692428454101,vfci,neg,8,54
hours_worked,-0.219960812238346,vfci,neg,8,54
unemployment,0.0655066926871451,vfci,neg,8,54
labor_share,0.0383447550349191,vfci,neg,8,54
interest,-0.134168374230208,vfci,neg,8,54
inflation,-0.0240535846926219,vfci,neg,8,54
productivity,-0.0404708017382637,vfci,neg,8,54
TFP,0.225207906138055,vfci,neg,8,54
vfci,-0.175271791218079,vfci,neg,8,54
output,0.0216350296075559,unemployment,pos,8,54
investment,0.268516114068345,unemployment,pos,8,54
consumption,-0.0365764036891823,unemployment,pos,8,54
hours_worked,-0.203375297522897,unemployment,pos,8,54
unemployment,0.026005033281412,unemployment,pos,8,54
labor_share,-0.225951220305608,unemployment,pos,8,54
interest,-0.139784702442465,unemployment,pos,8,54
inflation,-0.0186290143485473,unemployment,pos,8,54
productivity,0.0809282666044044,unemployment,pos,8,54
TFP,0.263022922647158,unemployment,pos,8,54
vfci,-0.0811019259785426,unemployment,pos,8,54
output,0.155628611087145,vfci,pos,8,54
investment,0.468629622064136,vfci,pos,8,54
consumption,0.114692428454101,vfci,pos,8,54
hours_worked,0.219960812238346,vfci,pos,8,54
unemployment,-0.0655066926871451,vfci,pos,8,54
labor_share,-0.0383447550349191,vfci,pos,8,54
interest,0.134168374230208,vfci,pos,8,54
inflation,0.0240535846926219,vfci,pos,8,54
productivity,0.0404708017382637,vfci,pos,8,54
TFP,-0.225207906138055,vfci,pos,8,54
vfci,0.175271791218079,vfci,pos,8,54
output,-0.0355246652151076,unemployment,neg,10,54
investment,-0.313990115672859,unemployment,neg,10,54
consumption,0.0295379288378356,unemployment,neg,10,54
hours_worked,0.192526102634307,unemployment,neg,10,54
unemployment,-0.0201634329780011,unemployment,neg,10,54
labor_share,0.232933959709389,unemployment,neg,10,54
interest,0.138434041849229,unemployment,neg,10,54
inflation,0.0190513615800785,unemployment,neg,10,54
productivity,-0.0871361366762926,unemployment,neg,10,54
TFP,-0.262762496180426,unemployment,neg,10,54
vfci,0.0805815238326549,unemployment,neg,10,54
output,-0.166318055227875,vfci,neg,10,54
investment,-0.495530419469153,vfci,neg,10,54
consumption,-0.120127411250055,vfci,neg,10,54
hours_worked,-0.226902344418939,vfci,neg,10,54
unemployment,0.0683780737956624,vfci,neg,10,54
labor_share,0.0446130487345414,vfci,neg,10,54
interest,-0.134484682351148,vfci,neg,10,54
inflation,-0.0236975519147249,vfci,neg,10,54
productivity,-0.0472473885190458,vfci,neg,10,54
TFP,0.222690557568719,vfci,neg,10,54
vfci,-0.173451090910787,vfci,neg,10,54
output,0.0355246652151076,unemployment,pos,10,54
investment,0.313990115672859,unemployment,pos,10,54
consumption,-0.0295379288378356,unemployment,pos,10,54
hours_worked,-0.192526102634307,unemployment,pos,10,54
unemployment,0.0201634329780011,unemployment,pos,10,54
labor_share,-0.232933959709389,unemployment,pos,10,54
interest,-0.138434041849229,unemployment,pos,10,54
inflation,-0.0190513615800785,unemployment,pos,10,54
productivity,0.0871361366762926,unemployment,pos,10,54
TFP,0.262762496180426,unemployment,pos,10,54
vfci,-0.0805815238326549,unemployment,pos,10,54
output,0.166318055227875,vfci,pos,10,54
investment,0.495530419469153,vfci,pos,10,54
consumption,0.120127411250055,vfci,pos,10,54
hours_worked,0.226902344418939,vfci,pos,10,54
unemployment,-0.0683780737956624,vfci,pos,10,54
labor_share,-0.0446130487345414,vfci,pos,10,54
interest,0.134484682351148,vfci,pos,10,54
inflation,0.0236975519147249,vfci,pos,10,54
productivity,0.0472473885190458,vfci,pos,10,54
TFP,-0.222690557568719,vfci,pos,10,54
