h,median,pctl_84,pctl_16,response,model,irf,version,shock,target,impulse
26,,,,inflation,classical_fd,0.0159442734506298,bca_variables,,u_bc,Main
26,,,,productivity,classical_fd,-0.0824140212340191,bca_variables,,u_bc,Main
26,,,,TFP,classical_fd,0.0370788578409082,bca_variables,,u_bc,Main
27,,,,output,classical_fd,-0.0807312328889888,bca_variables,,u_bc,Main
27,,,,investment,classical_fd,-0.25916474478541,bca_variables,,u_bc,Main
27,,,,consumption,classical_fd,-0.074455891807698,bca_variables,,u_bc,Main
27,,,,hours_worked,classical_fd,-0.0286284840426531,bca_variables,,u_bc,Main
27,,,,unemployment,classical_fd,0.0482062732491869,bca_variables,,u_bc,Main
27,,,,labor_share,classical_fd,0.0526284356098037,bca_variables,,u_bc,Main
27,,,,interest,classical_fd,0.0169992471908376,bca_variables,,u_bc,Main
27,,,,inflation,classical_fd,0.0142572405362309,bca_variables,,u_bc,Main
27,,,,productivity,classical_fd,-0.0788066101130574,bca_variables,,u_bc,Main
27,,,,TFP,classical_fd,0.0296132222288159,bca_variables,,u_bc,Main
28,,,,output,classical_fd,-0.0862403465625151,bca_variables,,u_bc,Main
28,,,,investment,classical_fd,-0.255359613306298,bca_variables,,u_bc,Main
28,,,,consumption,classical_fd,-0.0796170412312311,bca_variables,,u_bc,Main
28,,,,hours_worked,classical_fd,-0.0318163990772196,bca_variables,,u_bc,Main
28,,,,unemployment,classical_fd,0.053225247359534,bca_variables,,u_bc,Main
28,,,,labor_share,classical_fd,0.0422544197023772,bca_variables,,u_bc,Main
28,,,,interest,classical_fd,0.0150497636808263,bca_variables,,u_bc,Main
28,,,,inflation,classical_fd,0.0127230021527388,bca_variables,,u_bc,Main
28,,,,productivity,classical_fd,-0.0756420265332084,bca_variables,,u_bc,Main
28,,,,TFP,classical_fd,0.0221422950795369,bca_variables,,u_bc,Main
29,,,,output,classical_fd,-0.0890425208966909,bca_variables,,u_bc,Main
29,,,,investment,classical_fd,-0.241980951584051,bca_variables,,u_bc,Main
29,,,,consumption,classical_fd,-0.0833929296330609,bca_variables,,u_bc,Main
29,,,,hours_worked,classical_fd,-0.0321153006473084,bca_variables,,u_bc,Main
29,,,,unemployment,classical_fd,0.0563873526890432,bca_variables,,u_bc,Main
29,,,,labor_share,classical_fd,0.0325505312122043,bca_variables,,u_bc,Main
29,,,,interest,classical_fd,0.0135603521703775,bca_variables,,u_bc,Main
29,,,,inflation,classical_fd,0.0113457193466744,bca_variables,,u_bc,Main
29,,,,productivity,classical_fd,-0.0731457309012675,bca_variables,,u_bc,Main
29,,,,TFP,classical_fd,0.0148033503327885,bca_variables,,u_bc,Main
30,,,,output,classical_fd,-0.0895450780675527,bca_variables,,u_bc,Main
30,,,,investment,classical_fd,-0.221314682035119,bca_variables,,u_bc,Main
30,,,,consumption,classical_fd,-0.0858814100465676,bca_variables,,u_bc,Main
30,,,,hours_worked,classical_fd,-0.0299699549781115,bca_variables,,u_bc,Main
30,,,,unemployment,classical_fd,0.0578863086177783,bca_variables,,u_bc,Main
30,,,,labor_share,classical_fd,0.0238312475601764,bca_variables,,u_bc,Main
30,,,,interest,classical_fd,0.0125019278337712,bca_variables,,u_bc,Main
30,,,,inflation,classical_fd,0.0101229597865247,bca_variables,,u_bc,Main
30,,,,productivity,classical_fd,-0.0714633035646077,bca_variables,,u_bc,Main
30,,,,TFP,classical_fd,0.00771296521836835,bca_variables,,u_bc,Main
31,,,,output,classical_fd,-0.0881647957010587,bca_variables,,u_bc,Main
31,,,,investment,classical_fd,-0.195510556271854,bca_variables,,u_bc,Main
31,,,,consumption,classical_fd,-0.0872065027561861,bca_variables,,u_bc,Main
31,,,,hours_worked,classical_fd,-0.0258414959964974,bca_variables,,u_bc,Main
31,,,,unemployment,classical_fd,0.0579456991776036,bca_variables,,u_bc,Main
31,,,,labor_share,classical_fd,0.0163152691385184,bca_variables,,u_bc,Main
31,,,,interest,classical_fd,0.0118301043531197,bca_variables,,u_bc,Main
31,,,,inflation,classical_fd,0.00904713301053696,bca_variables,,u_bc,Main
31,,,,productivity,classical_fd,-0.0706687175533916,bca_variables,,u_bc,Main
31,,,,TFP,classical_fd,0.000966204733547017,bca_variables,,u_bc,Main
32,,,,output,classical_fd,-0.0853081920159853,bca_variables,,u_bc,Main
32,,,,investment,classical_fd,-0.166514863316935,bca_variables,,u_bc,Main
32,,,,consumption,classical_fd,-0.0875083462278181,bca_variables,,u_bc,Main
32,,,,hours_worked,classical_fd,-0.0201847184813877,bca_variables,,u_bc,Main
32,,,,unemployment,classical_fd,0.0568039200926706,bca_variables,,u_bc,Main
32,,,,labor_share,classical_fd,0.0101331623707893,bca_variables,,u_bc,Main
32,,,,interest,classical_fd,0.0114904876714626,bca_variables,,u_bc,Main
32,,,,inflation,classical_fd,0.00810687287962189,bca_variables,,u_bc,Main
32,,,,productivity,classical_fd,-0.0707743203976205,bca_variables,,u_bc,Main
32,,,,TFP,classical_fd,-0.00536328833096769,bca_variables,,u_bc,Main
33,,,,output,classical_fd,-0.0813561425436253,bca_variables,,u_bc,Main
33,,,,investment,classical_fd,-0.136025320304324,bca_variables,,u_bc,Main
33,,,,consumption,classical_fd,-0.0869343986016219,bca_variables,,u_bc,Main
33,,,,hours_worked,classical_fd,-0.0134300160529746,bca_variables,,u_bc,Main
33,,,,unemployment,classical_fd,0.0547013680858904,bca_variables,,u_bc,Main
33,,,,labor_share,classical_fd,0.00533760956082325,bca_variables,,u_bc,Main
33,,,,interest,classical_fd,0.0114233368944753,bca_variables,,u_bc,Main
33,,,,inflation,classical_fd,0.00728831506858804,bca_variables,,u_bc,Main
33,,,,productivity,classical_fd,-0.0717417466674909,bca_variables,,u_bc,Main
33,,,,TFP,classical_fd,-0.0112224320893979,bca_variables,,u_bc,Main
34,,,,output,classical_fd,-0.0766526731729903,bca_variables,,u_bc,Main
34,,,,investment,classical_fd,-0.105465845022457,bca_variables,,u_bc,Main
34,,,,consumption,classical_fd,-0.0856320398927368,bca_variables,,u_bc,Main
34,,,,hours_worked,classical_fd,-0.00596987726777005,bca_variables,,u_bc,Main
34,,,,unemployment,classical_fd,0.0518700101319424,bca_variables,,u_bc,Main
34,,,,labor_share,classical_fd,0.00191526655974775,bca_variables,,u_bc,Main
34,,,,interest,classical_fd,0.0115675146642309,bca_variables,,u_bc,Main
34,,,,inflation,classical_fd,0.00657623088710287,bca_variables,,u_bc,Main
34,,,,productivity,classical_fd,-0.0734930853533528,bca_variables,,u_bc,Main
34,,,,TFP,classical_fd,-0.0165772195101087,bca_variables,,u_bc,Main
35,,,,output,classical_fd,-0.0714976149217118,bca_variables,,u_bc,Main
35,,,,investment,classical_fd,-0.0759784651532787,bca_variables,,u_bc,Main
35,,,,consumption,classical_fd,-0.0837426330506646,bca_variables,,u_bc,Main
35,,,,hours_worked,classical_fd,0.00185033615706974,bca_variables,,u_bc,Main
35,,,,unemployment,classical_fd,0.0485253376355302,bca_variables,,u_bc,Main
35,,,,labor_share,classical_fd,-0.000200641894576965,bca_variables,,u_bc,Main
35,,,,interest,classical_fd,0.0118636942799477,bca_variables,,u_bc,Main
35,,,,inflation,classical_fd,0.00595499262623574,bca_variables,,u_bc,Main
35,,,,productivity,classical_fd,-0.0759217417699013,bca_variables,,u_bc,Main
35,,,,TFP,classical_fd,-0.0214107613233053,bca_variables,,u_bc,Main
36,,,,output,classical_fd,-0.0661426905378198,bca_variables,,u_bc,Main
36,,,,investment,classical_fd,-0.0484293755046869,bca_variables,,u_bc,Main
36,,,,consumption,classical_fd,-0.0813970239863958,bca_variables,,u_bc,Main
36,,,,hours_worked,classical_fd,0.00973774708585709,bca_variables,,u_bc,Main
36,,,,unemployment,classical_fd,0.0448606017453429,bca_variables,,u_bc,Main
36,,,,labor_share,classical_fd,-0.00111771715194219,bca_variables,,u_bc,Main
36,,,,interest,classical_fd,0.0122568292197501,bca_variables,,u_bc,Main
36,,,,inflation,classical_fd,0.00540935858418194,bca_variables,,u_bc,Main
36,,,,productivity,classical_fd,-0.0789025543774695,bca_variables,,u_bc,Main
36,,,,TFP,classical_fd,-0.0257210111413182,bca_variables,,u_bc,Main
37,,,,output,classical_fd,-0.0607905298572467,bca_variables,,u_bc,Main
37,,,,investment,classical_fd,-0.0234260918467064,bca_variables,,u_bc,Main
37,,,,consumption,classical_fd,-0.0787123983781454,bca_variables,,u_bc,Main
37,,,,hours_worked,classical_fd,0.0174539705762305,bca_variables,,u_bc,Main
37,,,,unemployment,classical_fd,0.0410431424921448,bca_variables,,u_bc,Main
37,,,,labor_share,classical_fd,-0.000972353510202044,bca_variables,,u_bc,Main
37,,,,interest,classical_fd,0.0126979219173025,bca_variables,,u_bc,Main
37,,,,inflation,classical_fd,0.0049250771032165,bca_variables,,u_bc,Main
37,,,,productivity,classical_fd,-0.0823008457614766,bca_variables,,u_bc,Main
37,,,,TFP,classical_fd,-0.0295183178101346,bca_variables,,u_bc,Main
38,,,,output,classical_fd,-0.0555960755449392,bca_variables,,u_bc,Main
38,,,,investment,classical_fd,-0.00134273975295446,bca_variables,,u_bc,Main
38,,,,consumption,classical_fd,-0.0757903668114195,bca_variables,,u_bc,Main
38,,,,hours_worked,classical_fd,0.0248143384505068,bca_variables,,u_bc,Main
38,,,,unemployment,classical_fd,0.0372125656631863,bca_variables,,u_bc,Main
38,,,,labor_share,classical_fd,8.12847077317498e-05,bca_variables,,u_bc,Main
38,,,,interest,classical_fd,0.0131451524779431,bca_variables,,u_bc,Main
38,,,,inflation,classical_fd,0.00448931794579861,bca_variables,,u_bc,Main
38,,,,productivity,classical_fd,-0.0859801983661543,bca_variables,,u_bc,Main
38,,,,TFP,classical_fd,-0.0328229352435116,bca_variables,,u_bc,Main
39,,,,output,classical_fd,-0.0506698378183562,bca_variables,,u_bc,Main
39,,,,investment,classical_fd,0.017649273290257,bca_variables,,u_bc,Main
39,,,,consumption,classical_fd,-0.0727161188098206,bca_variables,,u_bc,Main
39,,,,hours_worked,classical_fd,0.0316849240154565,bca_variables,,u_bc,Main
39,,,,unemployment,classical_fd,0.0334804854562263,bca_variables,,u_bc,Main
39,,,,labor_share,classical_fd,0.00188097180119846,bca_variables,,u_bc,Main
39,,,,interest,classical_fd,0.0135644446824999,bca_variables,,u_bc,Main
39,,,,inflation,classical_fd,0.00409094605412075,bca_variables,,u_bc,Main
39,,,,productivity,classical_fd,-0.0898088453110776,bca_variables,,u_bc,Main
39,,,,TFP,classical_fd,-0.0356626005831168,bca_variables,,u_bc,Main
40,,,,output,classical_fd,-0.0460824797277341,bca_variables,,u_bc,Main
40,,,,investment,classical_fd,0.0335476573828999,bca_variables,,u_bc,Main
40,,,,consumption,classical_fd,-0.0695584690526434,bca_variables,,u_bc,Main
40,,,,hours_worked,classical_fd,0.0379779356472959,bca_variables,,u_bc,Main
40,,,,unemployment,classical_fd,0.0299315352615619,bca_variables,,u_bc,Main
40,,,,labor_share,classical_fd,0.00426463206188085,bca_variables,,u_bc,Main
40,,,,interest,classical_fd,0.0139295566499413,bca_variables,,u_bc,Main
40,,,,inflation,classical_fd,0.00372065728062391,bca_variables,,u_bc,Main
40,,,,productivity,classical_fd,-0.0936646520589439,bca_variables,,u_bc,Main
40,,,,TFP,classical_fd,-0.0380702695039555,bca_variables,,u_bc,Main
1,,,,output,classical_fd,-0.392409056327311,vfci,,u_bc,Main
1,,,,investment,classical_fd,-1.15987608794753,vfci,,u_bc,Main
1,,,,consumption,classical_fd,-0.208945031147852,vfci,,u_bc,Main
1,,,,hours_worked,classical_fd,-0.383320522454702,vfci,,u_bc,Main
1,,,,unemployment,classical_fd,0.173959677134005,vfci,,u_bc,Main
1,,,,labor_share,classical_fd,0.0903103576579785,vfci,,u_bc,Main
1,,,,interest,classical_fd,-0.0801535851698414,vfci,,u_bc,Main
1,,,,inflation,classical_fd,0.0075288925964656,vfci,,u_bc,Main
1,,,,productivity,classical_fd,-0.148411867554216,vfci,,u_bc,Main
1,,,,TFP,classical_fd,0.132576484072039,vfci,,u_bc,Main
1,,,,vfci,classical_fd,0.0384464896596907,vfci,,u_bc,Main
2,,,,output,classical_fd,-0.549591783925736,vfci,,u_bc,Main
2,,,,investment,classical_fd,-1.92248041467645,vfci,,u_bc,Main
2,,,,consumption,classical_fd,-0.282916333789509,vfci,,u_bc,Main
2,,,,hours_worked,classical_fd,-0.514134027923505,vfci,,u_bc,Main
2,,,,unemployment,classical_fd,0.278782178966832,vfci,,u_bc,Main
2,,,,labor_share,classical_fd,0.0506364476890214,vfci,,u_bc,Main
2,,,,interest,classical_fd,-0.144283500537539,vfci,,u_bc,Main
2,,,,inflation,classical_fd,-0.0444244004189362,vfci,,u_bc,Main
2,,,,productivity,classical_fd,-0.0973065472941925,vfci,,u_bc,Main
2,,,,TFP,classical_fd,0.220273958541146,vfci,,u_bc,Main
2,,,,vfci,classical_fd,-0.00607759896009942,vfci,,u_bc,Main
3,,,,output,classical_fd,-0.5142129162994,vfci,,u_bc,Main
3,,,,investment,classical_fd,-1.86126197549963,vfci,,u_bc,Main
3,,,,consumption,classical_fd,-0.27805640568345,vfci,,u_bc,Main
3,,,,hours_worked,classical_fd,-0.531666996050918,vfci,,u_bc,Main
3,,,,unemployment,classical_fd,0.30784851107312,vfci,,u_bc,Main
3,,,,labor_share,classical_fd,-0.0374136694073297,vfci,,u_bc,Main
3,,,,interest,classical_fd,-0.150258443405531,vfci,,u_bc,Main
3,,,,inflation,classical_fd,-0.0550762720720406,vfci,,u_bc,Main
3,,,,productivity,classical_fd,0.0575838009314263,vfci,,u_bc,Main
3,,,,TFP,classical_fd,0.292784863994477,vfci,,u_bc,Main
3,,,,vfci,classical_fd,-0.0386822931402299,vfci,,u_bc,Main
4,,,,output,classical_fd,-0.408000159255483,vfci,,u_bc,Main
4,,,,investment,classical_fd,-1.41501884776381,vfci,,u_bc,Main
4,,,,consumption,classical_fd,-0.248711906697877,vfci,,u_bc,Main
4,,,,hours_worked,classical_fd,-0.457610154084595,vfci,,u_bc,Main
4,,,,unemployment,classical_fd,0.288902423941709,vfci,,u_bc,Main
4,,,,labor_share,classical_fd,-0.10580992498902,vfci,,u_bc,Main
4,,,,interest,classical_fd,-0.14275193871365,vfci,,u_bc,Main
4,,,,inflation,classical_fd,-0.0468725020241757,vfci,,u_bc,Main
4,,,,productivity,classical_fd,0.169913406133313,vfci,,u_bc,Main
4,,,,TFP,classical_fd,0.284063571513426,vfci,,u_bc,Main
4,,,,vfci,classical_fd,-0.0571068815226241,vfci,,u_bc,Main
5,,,,output,classical_fd,-0.280285217780266,vfci,,u_bc,Main
5,,,,investment,classical_fd,-0.851676301366418,vfci,,u_bc,Main
5,,,,consumption,classical_fd,-0.205123774088038,vfci,,u_bc,Main
5,,,,hours_worked,classical_fd,-0.340960427328831,vfci,,u_bc,Main
5,,,,unemployment,classical_fd,0.241357192012424,vfci,,u_bc,Main
5,,,,labor_share,classical_fd,-0.15834067015216,vfci,,u_bc,Main
5,,,,interest,classical_fd,-0.128997055387326,vfci,,u_bc,Main
5,,,,inflation,classical_fd,-0.0356856146426717,vfci,,u_bc,Main
5,,,,productivity,classical_fd,0.24028031131157,vfci,,u_bc,Main
5,,,,TFP,classical_fd,0.240673669581,vfci,,u_bc,Main
5,,,,vfci,classical_fd,-0.0632493393131802,vfci,,u_bc,Main
6,,,,output,classical_fd,-0.152492407996174,vfci,,u_bc,Main
6,,,,investment,classical_fd,-0.290291603528549,vfci,,u_bc,Main
6,,,,consumption,classical_fd,-0.155278805139584,vfci,,u_bc,Main
6,,,,hours_worked,classical_fd,-0.212134094791199,vfci,,u_bc,Main
6,,,,unemployment,classical_fd,0.180807013289376,vfci,,u_bc,Main
6,,,,labor_share,classical_fd,-0.190547005992932,vfci,,u_bc,Main
6,,,,interest,classical_fd,-0.109519513161736,vfci,,u_bc,Main
6,,,,inflation,classical_fd,-0.0234959617653133,vfci,,u_bc,Main
6,,,,productivity,classical_fd,0.273022024894127,vfci,,u_bc,Main
6,,,,TFP,classical_fd,0.191415831048363,vfci,,u_bc,Main
6,,,,vfci,classical_fd,-0.059531403950215,vfci,,u_bc,Main
7,,,,output,classical_fd,-0.0380645418123505,vfci,,u_bc,Main
7,,,,investment,classical_fd,0.2002342788848,vfci,,u_bc,Main
7,,,,consumption,classical_fd,-0.106304951324568,vfci,,u_bc,Main
7,,,,hours_worked,classical_fd,-0.0889531409011626,vfci,,u_bc,Main
7,,,,unemployment,classical_fd,0.117362681082917,vfci,,u_bc,Main
7,,,,labor_share,classical_fd,-0.203958526631886,vfci,,u_bc,Main
7,,,,interest,classical_fd,-0.0871345846308772,vfci,,u_bc,Main
7,,,,inflation,classical_fd,-0.011578329338084,vfci,,u_bc,Main
7,,,,productivity,classical_fd,0.275871619501104,vfci,,u_bc,Main
7,,,,TFP,classical_fd,0.146713928024899,vfci,,u_bc,Main
7,,,,vfci,classical_fd,-0.0498385734131002,vfci,,u_bc,Main
8,,,,output,classical_fd,0.0567679886353795,vfci,,u_bc,Main
8,,,,investment,classical_fd,0.587199851181272,vfci,,u_bc,Main
8,,,,consumption,classical_fd,-0.0620424675275661,vfci,,u_bc,Main
8,,,,hours_worked,classical_fd,0.0178805888681632,vfci,,u_bc,Main
8,,,,unemployment,classical_fd,0.05775019684953,vfci,,u_bc,Main
8,,,,labor_share,classical_fd,-0.200551294454198,vfci,,u_bc,Main
8,,,,interest,classical_fd,-0.0639859625393521,vfci,,u_bc,Main
8,,,,inflation,classical_fd,-0.000893304826179633,vfci,,u_bc,Main
8,,,,productivity,classical_fd,0.25783802579893,vfci,,u_bc,Main
8,,,,TFP,classical_fd,0.112214562596814,vfci,,u_bc,Main
8,,,,vfci,classical_fd,-0.0375697193594674,vfci,,u_bc,Main
9,,,,output,classical_fd,0.130087869258658,vfci,,u_bc,Main
9,,,,investment,classical_fd,0.862330579597442,vfci,,u_bc,Main
9,,,,consumption,classical_fd,-0.0244336411435038,vfci,,u_bc,Main
9,,,,hours_worked,classical_fd,0.103464190995954,vfci,,u_bc,Main
9,,,,unemployment,classical_fd,0.00596396188529888,vfci,,u_bc,Main
9,,,,labor_share,classical_fd,-0.183983705837985,vfci,,u_bc,Main
9,,,,interest,classical_fd,-0.0416095627586474,vfci,,u_bc,Main
9,,,,inflation,classical_fd,0.0083554996838392,vfci,,u_bc,Main
9,,,,productivity,classical_fd,0.226992979203775,vfci,,u_bc,Main
9,,,,TFP,classical_fd,0.0892209076164966,vfci,,u_bc,Main
9,,,,vfci,classical_fd,-0.0250378036314642,vfci,,u_bc,Main
10,,,,output,classical_fd,0.182238046279961,vfci,,u_bc,Main
10,,,,investment,classical_fd,1.03140492449439,vfci,,u_bc,Main
10,,,,consumption,classical_fd,0.00568050928301045,vfci,,u_bc,Main
10,,,,hours_worked,classical_fd,0.166563386762058,vfci,,u_bc,Main
10,,,,unemployment,classical_fd,-0.0359982974547373,vfci,,u_bc,Main
10,,,,labor_share,classical_fd,-0.157774271886218,vfci,,u_bc,Main
10,,,,interest,classical_fd,-0.0211012165961158,vfci,,u_bc,Main
10,,,,inflation,classical_fd,0.0161096313489161,vfci,,u_bc,Main
10,,,,productivity,classical_fd,0.189410159626673,vfci,,u_bc,Main
10,,,,TFP,classical_fd,0.0763879655166931,vfci,,u_bc,Main
10,,,,vfci,classical_fd,-0.0135689063645407,vfci,,u_bc,Main
11,,,,output,classical_fd,0.21491484126006,vfci,,u_bc,Main
11,,,,investment,classical_fd,1.10767267886072,vfci,,u_bc,Main
11,,,,consumption,classical_fd,0.0281649161509163,vfci,,u_bc,Main
11,,,,hours_worked,classical_fd,0.208257313176905,vfci,,u_bc,Main
11,,,,unemployment,classical_fd,-0.0675110440000915,vfci,,u_bc,Main
11,,,,labor_share,classical_fd,-0.125497190222063,vfci,,u_bc,Main
11,,,,interest,classical_fd,-0.00316774831240665,vfci,,u_bc,Main
11,,,,inflation,classical_fd,0.0224132984439866,vfci,,u_bc,Main
11,,,,productivity,classical_fd,0.149493045873658,vfci,,u_bc,Main
11,,,,TFP,classical_fd,0.0713777315544526,vfci,,u_bc,Main
11,,,,vfci,classical_fd,-0.00382589676265407,vfci,,u_bc,Main
12,,,,output,classical_fd,0.230469218992881,vfci,,u_bc,Main
12,,,,investment,classical_fd,1.10746461444177,vfci,,u_bc,Main
12,,,,consumption,classical_fd,0.0433376791045575,vfci,,u_bc,Main
12,,,,hours_worked,classical_fd,0.230865812906152,vfci,,u_bc,Main
12,,,,unemployment,classical_fd,-0.0888506435439091,vfci,,u_bc,Main
12,,,,labor_share,classical_fd,-0.0903119050254539,vfci,,u_bc,Main
12,,,,interest,classical_fd,0.0118087217544864,vfci,,u_bc,Main
12,,,,inflation,classical_fd,0.0273422909091068,vfci,,u_bc,Main
12,,,,productivity,classical_fd,0.110232138359891,vfci,,u_bc,Main
12,,,,TFP,classical_fd,0.0716549715102477,vfci,,u_bc,Main
12,,,,vfci,classical_fd,0.00396599423388312,vfci,,u_bc,Main
13,,,,output,classical_fd,0.231567915840091,vfci,,u_bc,Main
13,,,,investment,classical_fd,1.04773583016268,vfci,,u_bc,Main
13,,,,consumption,classical_fd,0.0518047216366755,vfci,,u_bc,Main
13,,,,hours_worked,classical_fd,0.237315872216049,vfci,,u_bc,Main
13,,,,unemployment,classical_fd,-0.100860371761986,vfci,,u_bc,Main
13,,,,labor_share,classical_fd,-0.0549081219234675,vfci,,u_bc,Main
13,,,,interest,classical_fd,0.0237062594729062,vfci,,u_bc,Main
13,,,,inflation,classical_fd,0.0309938470353301,vfci,,u_bc,Main
13,,,,productivity,classical_fd,0.0735794359294095,vfci,,u_bc,Main
13,,,,TFP,classical_fd,0.0749684995458961,vfci,,u_bc,Main
13,,,,vfci,classical_fd,0.00983376517047008,vfci,,u_bc,Main
14,,,,output,classical_fd,0.220953870778125,vfci,,u_bc,Main
14,,,,investment,classical_fd,0.944605454633763,vfci,,u_bc,Main
14,,,,consumption,classical_fd,0.0543498267347461,vfci,,u_bc,Main
14,,,,hours_worked,classical_fd,0.230722489207947,vfci,,u_bc,Main
14,,,,unemployment,classical_fd,-0.104715082778753,vfci,,u_bc,Main
14,,,,labor_share,classical_fd,-0.0214214856092035,vfci,,u_bc,Main
14,,,,interest,classical_fd,0.0326005314430572,vfci,,u_bc,Main
14,,,,inflation,classical_fd,0.0334758587256295,vfci,,u_bc,Main
14,,,,productivity,classical_fd,0.0407201785377659,vfci,,u_bc,Main
14,,,,TFP,classical_fd,0.0795175401702526,vfci,,u_bc,Main
14,,,,vfci,classical_fd,0.0139377436024598,vfci,,u_bc,Main
15,,,,output,classical_fd,0.201306382974162,vfci,,u_bc,Main
15,,,,investment,classical_fd,0.812609498669446,vfci,,u_bc,Main
15,,,,consumption,classical_fd,0.0518576575799419,vfci,,u_bc,Main
15,,,,hours_worked,classical_fd,0.214144197650541,vfci,,u_bc,Main
15,,,,unemployment,classical_fd,-0.101757463579434,vfci,,u_bc,Main
15,,,,labor_share,classical_fd,0.00856262803853996,vfci,,u_bc,Main
15,,,,interest,classical_fd,0.0387095061718681,vfci,,u_bc,Main
15,,,,inflation,classical_fd,0.0349063822405303,vfci,,u_bc,Main
15,,,,productivity,classical_fd,0.0122891143111259,vfci,,u_bc,Main
15,,,,TFP,classical_fd,0.083984697012521,vfci,,u_bc,Main
15,,,,vfci,classical_fd,0.016497882841844,vfci,,u_bc,Main
16,,,,output,classical_fd,0.175143513966878,vfci,,u_bc,Main
16,,,,investment,classical_fd,0.664344658529813,vfci,,u_bc,Main
16,,,,consumption,classical_fd,0.0452561543666888,vfci,,u_bc,Main
16,,,,hours_worked,classical_fd,0.190435553438567,vfci,,u_bc,Main
16,,,,unemployment,classical_fd,-0.0933836441452582,vfci,,u_bc,Main
16,,,,labor_share,classical_fd,0.0339815260156859,vfci,,u_bc,Main
16,,,,interest,classical_fd,0.0423453165709062,vfci,,u_bc,Main
16,,,,inflation,classical_fd,0.035411615777202,vfci,,u_bc,Main
16,,,,productivity,classical_fd,-0.011478586676781,vfci,,u_bc,Main
16,,,,TFP,classical_fd,0.0874836718629382,vfci,,u_bc,Main
16,,,,vfci,classical_fd,0.0177528338325551,vfci,,u_bc,Main
17,,,,output,classical_fd,0.144757183903841,vfci,,u_bc,Main
17,,,,investment,classical_fd,0.510350199595111,vfci,,u_bc,Main
17,,,,consumption,classical_fd,0.0354719637961638,vfci,,u_bc,Main
17,,,,hours_worked,classical_fd,0.162163992279795,vfci,,u_bc,Main
17,,,,unemployment,classical_fd,-0.080962686658233,vfci,,u_bc,Main
17,,,,labor_share,classical_fd,0.0542404796970096,vfci,,u_bc,Main
17,,,,interest,classical_fd,0.0438744193830296,vfci,,u_bc,Main
17,,,,inflation,classical_fd,0.0351236869841537,vfci,,u_bc,Main
17,,,,productivity,classical_fd,-0.0306375789300276,vfci,,u_bc,Main
17,,,,TFP,classical_fd,0.0894816276048125,vfci,,u_bc,Main
17,,,,vfci,classical_fd,0.0179384056945882,vfci,,u_bc,Main
18,,,,output,classical_fd,0.112169245929242,vfci,,u_bc,Main
18,,,,investment,classical_fd,0.359125017210434,vfci,,u_bc,Main
18,,,,consumption,classical_fd,0.0233951733404688,vfci,,u_bc,Main
18,,,,hours_worked,classical_fd,0.131564610701898,vfci,,u_bc,Main
18,,,,unemployment,classical_fd,-0.0657799472734845,vfci,,u_bc,Main
18,,,,labor_share,classical_fd,0.0691457676811135,vfci,,u_bc,Main
18,,,,interest,classical_fd,0.0436856017436489,vfci,,u_bc,Main
18,,,,inflation,classical_fd,0.0341773396503498,vfci,,u_bc,Main
18,,,,productivity,classical_fd,-0.0454518883178005,vfci,,u_bc,Main
18,,,,TFP,classical_fd,0.0897174427875203,vfci,,u_bc,Main
18,,,,vfci,classical_fd,0.0172772197508903,vfci,,u_bc,Main
19,,,,output,classical_fd,0.0791051465307227,vfci,,u_bc,Main
19,,,,investment,classical_fd,0.217226386981185,vfci,,u_bc,Main
19,,,,consumption,classical_fd,0.00985176988935757,vfci,,u_bc,Main
19,,,,hours_worked,classical_fd,0.100520114735201,vfci,,u_bc,Main
19,,,,unemployment,classical_fd,-0.0489979840873575,vfci,,u_bc,Main
19,,,,labor_share,classical_fd,0.0788309303693005,vfci,,u_bc,Main
19,,,,interest,classical_fd,0.0421651828987798,vfci,,u_bc,Main
19,,,,inflation,classical_fd,0.0327061476746471,vfci,,u_bc,Main
19,,,,productivity,classical_fd,-0.0563325595340282,vfci,,u_bc,Main
19,,,,TFP,classical_fd,0.0881293794342153,vfci,,u_bc,Main
19,,,,vfci,classical_fd,0.015973953724711,vfci,,u_bc,Main
20,,,,output,classical_fd,0.0469823936832527,vfci,,u_bc,Main
20,,,,investment,classical_fd,0.0894190666397665,vfci,,u_bc,Main
20,,,,consumption,classical_fd,-0.00441692712301877,vfci,,u_bc,Main
20,,,,hours_worked,classical_fd,0.0705579245909519,vfci,,u_bc,Main
20,,,,unemployment,classical_fd,-0.0316311168131423,vfci,,u_bc,Main
20,,,,labor_share,classical_fd,0.0836822531001716,vfci,,u_bc,Main
20,,,,interest,classical_fd,0.039678562107191,vfci,,u_bc,Main
20,,,,inflation,classical_fd,0.0308386389066461,vfci,,u_bc,Main
20,,,,productivity,classical_fd,-0.0637871661392693,vfci,,u_bc,Main
20,,,,TFP,classical_fd,0.0847955638743658,vfci,,u_bc,Main
20,,,,vfci,classical_fd,0.0142131799179488,vfci,,u_bc,Main
21,,,,output,classical_fd,0.0169121281149846,vfci,,u_bc,Main
21,,,,investment,classical_fd,-0.0211428720024094,vfci,,u_bc,Main
21,,,,consumption,classical_fd,-0.0187682881789532,vfci,,u_bc,Main
21,,,,hours_worked,classical_fd,0.0428602062637853,vfci,,u_bc,Main
21,,,,unemployment,classical_fd,-0.0145310924364815,vfci,,u_bc,Main
