Time Series Search Export,Search term,Search filters,,Last update of Credit to the non-financial sector data,Downloaded at,Source,Source URL,Download URL,About Credit to the non-financial sector
,,,,2024-06-10,2024-07-31 15:42 CEST,BIS,"https:/data.bis.org/topics/TOTAL_CREDIT/BIS,WS_TC,2.0/Q.US.P.B.M.770.A?additional_ts=BIS%2CWS_TC%2C2.0%255EQ.US.P.A.M.770.A","https:/data.bis.org/topics/TOTAL_CREDIT/BIS,WS_TC,2.0/Q.US.P.B.M.770.A?additional_ts=BIS%2CWS_TC%2C2.0%255EQ.US.P.A.M.770.A&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel",https://data.bis.org/topics/TOTAL_CREDIT

DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,BORROWERS_CTY:Borrowers' country,TC_BORROWERS:Borrowing sector,TC_LENDERS:Lending sector,VALUATION:Valuation method,UNIT_TYPE:Unit type,TC_ADJUST:Adjustment,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,1999-06-30,F:Free,,A:Normal value,131.3
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,1999-09-30,F:Free,,A:Normal value,133.1
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,1999-12-31,F:Free,,A:Normal value,134.0
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2000-03-31,F:Free,,A:Normal value,134.8
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2000-06-30,F:Free,,A:Normal value,135.7
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2000-09-30,F:Free,,A:Normal value,136.2
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2000-12-31,F:Free,,A:Normal value,136.7
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2001-03-31,F:Free,,A:Normal value,136.3
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2001-06-30,F:Free,,A:Normal value,138.4
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2001-09-30,F:Free,,A:Normal value,140.4
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2001-12-31,F:Free,,A:Normal value,141.4
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2002-03-31,F:Free,,A:Normal value,142.0
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2002-06-30,F:Free,,A:Normal value,143.2
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2002-09-30,F:Free,,A:Normal value,144.2
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2002-12-31,F:Free,,A:Normal value,145.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2003-03-31,F:Free,,A:Normal value,146.1
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2003-06-30,F:Free,,A:Normal value,148.5
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2003-09-30,F:Free,,A:Normal value,149.2
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2003-12-31,F:Free,,A:Normal value,149.4
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2004-03-31,F:Free,,A:Normal value,149.7
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2004-06-30,F:Free,,A:Normal value,150.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2004-09-30,F:Free,,A:Normal value,151.5
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2004-12-31,F:Free,,A:Normal value,153.2
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2005-03-31,F:Free,,A:Normal value,153.3
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2005-06-30,F:Free,,A:Normal value,154.9
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2005-09-30,F:Free,,A:Normal value,156.2
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2005-12-31,F:Free,,A:Normal value,157.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2006-03-31,F:Free,,A:Normal value,159.2
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2006-06-30,F:Free,,A:Normal value,161.1
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2006-09-30,F:Free,,A:Normal value,162.5
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2006-12-31,F:Free,,A:Normal value,164.1
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2007-03-31,F:Free,,A:Normal value,165.2
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2007-06-30,F:Free,,A:Normal value,167.7
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2007-09-30,F:Free,,A:Normal value,169.5
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2007-12-31,F:Free,,A:Normal value,170.9
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2008-03-31,F:Free,,A:Normal value,171.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2008-06-30,F:Free,,A:Normal value,171.3
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2008-09-30,F:Free,,A:Normal value,172.0
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2008-12-31,F:Free,,A:Normal value,170.8
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2009-03-31,F:Free,,A:Normal value,170.3
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2009-06-30,F:Free,,A:Normal value,171.0
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2009-09-30,F:Free,,A:Normal value,171.1
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2009-12-31,F:Free,,A:Normal value,169.5
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2010-03-31,F:Free,,A:Normal value,167.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2010-06-30,F:Free,,A:Normal value,165.0
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2010-09-30,F:Free,,A:Normal value,162.9
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2010-12-31,F:Free,,A:Normal value,160.7
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2011-03-31,F:Free,,A:Normal value,159.0
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2011-06-30,F:Free,,A:Normal value,157.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2011-09-30,F:Free,,A:Normal value,156.8
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2011-12-31,F:Free,,A:Normal value,156.0
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2012-03-31,F:Free,,A:Normal value,154.4
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2012-06-30,F:Free,,A:Normal value,153.4
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2012-09-30,F:Free,,A:Normal value,153.0
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2012-12-31,F:Free,,A:Normal value,152.7
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2013-03-31,F:Free,,A:Normal value,151.5
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2013-06-30,F:Free,,A:Normal value,151.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2013-09-30,F:Free,,A:Normal value,151.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2013-12-31,F:Free,,A:Normal value,151.7
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2014-03-31,F:Free,,A:Normal value,151.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2014-06-30,F:Free,,A:Normal value,151.3
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2014-09-30,F:Free,,A:Normal value,150.5
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2014-12-31,F:Free,,A:Normal value,150.7
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2015-03-31,F:Free,,A:Normal value,150.1
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2015-06-30,F:Free,,A:Normal value,150.8
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2015-09-30,F:Free,,A:Normal value,151.1
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2015-12-31,F:Free,,A:Normal value,150.9
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2016-03-31,F:Free,,A:Normal value,151.5
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2016-06-30,F:Free,,A:Normal value,152.2
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2016-09-30,F:Free,,A:Normal value,153.1
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2016-12-31,F:Free,,A:Normal value,152.7
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2017-03-31,F:Free,,A:Normal value,152.9
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2017-06-30,F:Free,,A:Normal value,153.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2017-09-30,F:Free,,A:Normal value,153.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2017-12-31,F:Free,,A:Normal value,154.4
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2018-03-31,F:Free,,A:Normal value,153.4
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2018-06-30,F:Free,,A:Normal value,154.1
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2018-09-30,F:Free,,A:Normal value,153.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2018-12-31,F:Free,,A:Normal value,153.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2019-03-31,F:Free,,A:Normal value,153.5
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2019-06-30,F:Free,,A:Normal value,153.8
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2019-09-30,F:Free,,A:Normal value,153.9
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2019-12-31,F:Free,,A:Normal value,153.4
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2020-03-31,F:Free,,A:Normal value,156.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2020-06-30,F:Free,,A:Normal value,162.4
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2020-09-30,F:Free,,A:Normal value,163.5
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2020-12-31,F:Free,,A:Normal value,164.8
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2021-03-31,F:Free,,A:Normal value,165.2
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2021-06-30,F:Free,,A:Normal value,163.3
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2021-09-30,F:Free,,A:Normal value,161.7
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2021-12-31,F:Free,,A:Normal value,160.5
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2022-03-31,F:Free,,A:Normal value,159.4
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2022-06-30,F:Free,,A:Normal value,158.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2022-09-30,F:Free,,A:Normal value,157.1
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2022-12-31,F:Free,,A:Normal value,156.1
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2023-03-31,F:Free,,A:Normal value,154.6
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2023-06-30,F:Free,,A:Normal value,153.2
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2023-09-30,F:Free,,A:Normal value,151.7
"BIS,WS_TC,2.0",Q.US.P.A.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,A:All sectors,M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,2023-12-31,F:Free,,A:Normal value,150.1
"BIS,WS_TC,2.0",Q.US.P.B.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,"B:Banks, domestic",M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,1947-12-31,F:Free,,A:Normal value,20.7
"BIS,WS_TC,2.0",Q.US.P.B.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,"B:Banks, domestic",M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,1948-03-31,F:Free,,A:Normal value,20.8
"BIS,WS_TC,2.0",Q.US.P.B.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,"B:Banks, domestic",M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,1948-06-30,F:Free,,A:Normal value,20.8
"BIS,WS_TC,2.0",Q.US.P.B.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,"B:Banks, domestic",M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,1948-09-30,F:Free,,A:Normal value,20.8
"BIS,WS_TC,2.0",Q.US.P.B.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,"B:Banks, domestic",M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,1948-12-31,F:Free,,A:Normal value,20.9
"BIS,WS_TC,2.0",Q.US.P.B.M.770.A,Q:Quarterly,US:United States,P:Private non-financial sector,"B:Banks, domestic",M:Market value,770:Percentage of GDP,A:Adjusted for breaks,Percentage of GDP,Units,1949-03-31,F:Free,,A:Normal value,21.0
